,SID,TID,HG,GID,AbNr,Min,HZ,PR,SpSt,GS,AP,Ergeb,Phase,Spielphase,VorT,VNr,2VNr,3VNr,4VNr,5VNr,6VNr,7VNr,8VNr,9VNr,10VNr,11VNr,12VNr,SNr,Körperteil,xFe,yFe,xG
147,6,FCN,G,FWK,11,81,2,0,4:4,-1,24,Tor,AusDemSpiel,EB,KontrollierteVorlage,18.0,7.0,18.0,16.0,4.0,10.0,19.0,8.0,23.0,,,,19.0,R,-3.5,48.5,0.37951732598146226
148,6,FWK,H,FCN,15,83,2,0,,0,25,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,-5.0,48.0,0.0722692572593958
149,6,FCN,G,FWK,12,84,2,0,,0,26,Vorbei,AusDemSpiel,USO,HoheFlanke,19.0,18.0,7.0,,,,,,,,,,10.0,K,-4.5,45.5,0.1339916496369696
150,6,FCN,G,FWK,13,85,2,0,,0,27,Vorbei,Ecke,E,HoheFlanke,10.0,,,,,,,,,,,,16.0,R,-1.5,45.5,0.015840336934441965
151,7,FCN,H,FCA,1,5,1,0,,0,1,Save,AusDemSpiel,USO,Dribbling,8.0,,,,,,,,,,,,10.0,L,-10.0,38.5,0.04329986741680239
152,7,FCN,H,FCA,2,5,1,0,,0,2,Block,Ecke,E,HoheFlanke,8.0,,,,,,,,,,,,10.0,L,7.5,37.0,0.03763774465124678
153,7,FCN,H,FCA,3,5,1,0,,0,2,Save,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,27.0,L,2.0,45.0,0.11390467870527975
154,7,FCN,H,FCA,4,9,1,0,,0,3,Block,AusDemSpiel,EB,Dribbling,19.0,7.0,8.0,20.0,26.0,,,,,,,,10.0,L,-8.5,44.5,0.048513669255059816
155,7,FCN,H,FCA,5,9,1,0,,0,3,Block,AusDemSpiel,EB,KontrollierteVorlage,8.0,,,,,,,,,,,,7.0,L,5.0,43.0,0.1551769375691876
156,7,FCN,H,FCA,6,9,1,0,,0,3,Block,AusDemSpiel,EB,KontrollierteVorlage,7.0,,,,,,,,,,,,10.0,L,-5.5,43.5,0.070826588827049
157,7,FCN,H,FCA,7,10,1,0,,0,3,Block,AusDemSpiel,EB,UnkontrollierteVorbereitung,27.0,,,,,,,,,,,,4.0,R,-4.5,43.0,0.12565396225414835
158,7,FCN,H,FCA,8,12,1,0,,0,4,Save,AusDemSpiel,USO,Dribbling,7.0,27.0,,,,,,,,,,,10.0,L,-8.0,34.0,0.033302434360841404
159,7,FCN,H,FCA,9,17,1,0,1:0,0,5,Tor,AusDemSpiel,USO,Dribbling,26.0,4.0,27.0,,,,,,,,,,7.0,R,6.0,41.5,0.3570585209447551
160,7,FCN,H,FCA,10,18,1,0,,1,6,Block,AusDemSpiel,USO,FlacheHereingabe,7.0,8.0,26.0,,,,,,,,,,10.0,R,-8.0,43.5,0.08422534127307266
161,7,FCN,H,FCA,11,18,1,0,,1,6,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,8.0,L,-10.0,43.0,0.043993136077895234
162,7,FCN,H,FCA,12,20,1,0,,1,7,Save,AusDemSpiel,USO,KontrollierteVorlage,8.0,,,,,,,,,,,,10.0,L,8.0,37.0,0.04860075430208437
163,7,FCN,H,FCA,13,24,1,0,,1,8,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,26.0,R,-7.5,32.5,0.02905877856512017
164,7,FCA,G,FCN,1,29,1,0,,-1,9,Vorbei,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,L,2.0,22.5,0.007874640543057958
165,7,FCN,H,FCA,14,31,1,0,,1,10,Block,AusDemSpiel,USO,Dribbling,19.0,4.0,,,,,,,,,,,10.0,L,-12.0,39.5,0.037980857280924485
166,7,FCN,H,FCA,15,34,1,0,,1,11,Vorbei,AusDemSpiel,USO,Dribbling,27.0,1.0,,,,,,,,,,,10.0,L,-10.0,42.0,0.04165321190219445
167,7,FCA,G,FCN,2,44,2,0,,-1,12,Block,AusDemSpiel,EB,Dribbling,,,,,,,,,,,,,,R,16.0,40.0,0.016861244312723983
168,7,FCA,G,FCN,3,44,2,0,,-1,13,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-6.5,35.5,0.015899957788441915
169,7,FCN,H,FCA,16,46,2,0,,1,14,Save,AusDemSpiel,USO,TieferPass,27.0,,,,,,,,,,,,8.0,L,-2.0,38.0,0.41364207481382925
170,7,FCN,H,FCA,17,47,2,0,,1,15,Alu,Ecke,E,HoheFlanke,20.0,,,,,,,,,,,,16.0,R,-0.0,47.0,0.17391235543651043
171,7,FCA,G,FCN,4,49,2,0,,-1,16,Vorbei,AusDemSpiel,nEW,Dribbling,,,,,,,,,,,,,,R,11.5,33.5,0.03489931257587001
172,7,FCA,G,FCN,5,50,2,0,,-1,17,Vorbei,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,L,-9.0,46.5,0.2903745518640805
173,7,FCA,G,FCN,6,53,2,0,,-1,18,Alu,AusDemSpiel,EB,TieferPass,,,,,,,,,,,,,,R,-7.5,41.0,0.10523846385115465
174,7,FCN,H,FCA,18,54,2,0,,1,19,Alu,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,27.0,R,-17.0,35.5,0.32846950492528865
175,7,FCA,G,FCN,7,55,2,0,,-1,20,Block,AusDemSpiel,USO,FlacheHereingabe,,,,,,,,,,,,,,R,-7.0,43.5,0.045563656303860764
386,7,FCA,G,FCN,0,55,2,0,1:1,-1,21,ET,,,,,,,,,,,,,,,,1.0,,,,0.0
176,7,FCN,H,FCA,19,58,2,0,,0,22,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,8.0,16.0,,,,,,,,,,,27.0,R,3.0,36.0,0.0980947239688542
177,7,FCN,H,FCA,20,59,2,0,,0,23,Block,AusDemSpiel,USO,Dribbling,8.0,,,,,,,,,,,,10.0,L,-14.5,44.0,0.049675321327886816
178,7,FCN,H,FCA,21,60,2,0,,0,24,Block,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,27.0,L,-11.0,24.5,0.0005803535844091614
179,7,FCA,G,FCN,8,62,2,0,,0,25,Block,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,R,12.5,41.0,0.040641444992240414
180,7,FCN,H,FCA,22,62,2,0,,0,26,Save,AusDemSpiel,USO,Dribbling,10.0,20.0,,,,,,,,,,,7.0,L,-4.5,44.5,0.29261394538661223
181,7,FCN,H,FCA,23,62,2,0,,0,26,Alu,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,27.0,R,14.5,51.0,0.03547877906800564
182,7,FCA,G,FCN,9,65,2,0,,0,27,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-3.0,32.5,0.06285638037140232
183,7,FCA,G,FCN,10,65,2,0,,0,27,Alu,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,8.0,49.0,0.23915943556234812
184,7,FCA,G,FCN,11,65,2,0,,0,27,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-7.5,42.5,0.05453828994891505
185,7,FCA,G,FCN,12,65,2,0,,0,27,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,1.0,43.5,0.07503836073399431
186,7,FCN,H,FCA,24,71,2,0,,0,28,Save,AusDemSpiel,EB,TieferPass,4.0,1.0,23.0,6.0,,,,,,,,,18.0,R,-13.0,38.5,0.10685022338197082
187,7,FCA,G,FCN,13,76,2,0,,0,29,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-7.5,32.0,0.0592760052788045
188,7,FCN,H,FCA,25,78,2,0,,0,30,Save,AusDemSpiel,USO,FlacheHereingabe,18.0,4.0,,,,,,,,,,,7.0,R,1.5,49.5,0.8549471873492115
189,7,FCN,H,FCA,26,78,2,0,,0,30,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,10.0,L,7.0,51.0,0.03575107733999054
190,7,FCN,H,FCA,27,78,2,0,2:1,0,30,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,4.0,R,6.5,40.0,0.05342723074191502
191,7,FCA,G,FCN,14,79,2,0,,-1,31,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,0.5,37.5,0.05008124100689191
192,8,FCN,G,SSV,1,1,1,0,,0,1,Alu,AusDemSpiel,USO,HoheFlanke,27.0,10.0,20.0,,,,,,,,,,7.0,R,5.0,44.0,0.1598986035695972
193,8,FCN,G,SSV,2,1,1,0,,0,1,Save,AusDemSpiel,USO,FlacheHereingabe,5.0,,,,,,,,,,,,10.0,R,-1.5,47.0,0.21563964248712905
194,8,FCN,G,SSV,3,1,1,0,0:1,0,1,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,7.0,R,4.0,49.5,0.7798407654623202
195,8,FCN,G,SSV,4,10,1,0,,1,2,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,23.0,10.0,27.0,,,,,,,,,,5.0,R,-2.5,33.0,0.2061858445654189
196,8,SSV,H,FCN,1,14,1,0,,-1,3,Block,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,R,9.5,31.5,0.10092544559487257
197,8,SSV,H,FCN,2,16,1,0,,-1,4,Save,AusDemSpiel,EB,TieferPass,,,,,,,,,,,,,,R,-11.0,42.0,0.19288736205020796
198,8,SSV,H,FCN,3,19,1,0,1:1,-1,5,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-5.0,33.5,0.339874777620691
199,8,FCN,G,SSV,5,23,1,0,,0,6,TLK,Freistoss,nFS,UnkontrollierteVorbereitung,,,,,,,,,,,,,26.0,L,-15.5,41.5,0.11720955812895735
200,8,FCN,G,SSV,6,28,1,0,,0,7,Vorbei,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,10.0,L,-16.5,44.5,0.09065520162679334
201,8,FCN,G,SSV,7,29,1,0,,0,8,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,23.0,R,-25.0,20.5,2.5018383650638615e-05
202,8,FCN,G,SSV,8,37,1,0,1:2,0,9,Tor,Elfmeter,11M,DirekterStandard,,,,,,,,,,,,,7.0,R,-0.0,41.5,0.7503592297768774
203,8,FCN,G,SSV,9,40,1,0,,1,10,Vorbei,AusDemSpiel,EB,Dribbling,26.0,4.0,20.0,26.0,16.0,23.0,,,,,,,16.0,R,-15.5,27.0,0.010872322372883545
204,8,SSV,H,FCN,4,41,2,0,,-1,11,Alu,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,-0.0,7.0,8.809036129847896e-05
205,8,FCN,G,SSV,10,42,2,0,1:3,1,12,Tor,AusDemSpiel,USO,Dribbling,10.0,,,,,,,,,,,,27.0,R,10.0,44.5,0.19081255375939526
206,8,SSV,H,FCN,5,46,2,0,,-2,13,Vorbei,AusDemSpiel,nEW,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,-7.0,38.5,0.102259399567997
207,8,SSV,H,FCN,6,46,2,0,,-2,13,Vorbei,AusDemSpiel,nEW,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,-1.5,36.5,0.026052585365795307
208,8,SSV,H,FCN,7,46,2,0,,-2,13,Vorbei,AusDemSpiel,nEW,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-3.0,38.5,0.06924389473471716
209,8,FCN,G,SSV,11,49,2,0,,2,14,Save,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,8.0,R,8.0,31.0,0.06914893998380808
210,8,SSV,H,FCN,8,50,2,0,,-2,15,Save,AusDemSpiel,USO,HoheFlanke,,,,,,,,,,,,,,K,-2.5,40.5,0.1361634941078332
211,8,FCN,G,SSV,12,54,2,0,,2,16,Block,AusDemSpiel,USO,Dribbling,7.0,,,,,,,,,,,,10.0,L,-12.5,36.5,0.08707178235038199
212,8,FCN,G,SSV,13,57,2,0,,2,17,Vorbei,AusDemSpiel,nEW,KontrollierteVorlage,7.0,4.0,,,,,,,,,,,27.0,R,15.0,39.0,0.04776831200758146
213,8,SSV,H,FCN,9,62,2,0,,-2,18,Save,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,25.0,38.0,0.015250799001268358
214,8,SSV,H,FCN,10,65,2,0,,-2,19,Save,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,5.0,26.5,0.029419182060189675
215,8,SSV,H,FCN,11,65,2,0,,-2,19,Save,Freistoss,nFS,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,8.5,46.5,0.372929820261274
216,8,FCN,G,SSV,14,65,2,0,,2,20,Vorbei,AusDemSpiel,USO,TieferPass,7.0,20.0,,,,,,,,,,,13.0,L,12.5,32.0,0.09732468556643709
217,8,FCN,G,SSV,15,69,2,0,,2,21,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,26.0,R,-4.0,27.5,0.011924683812256968
218,8,FCN,G,SSV,16,72,2,0,,2,22,Block,AusDemSpiel,EW,KontrollierteVorlage,25.0,4.0,,,,,,,,,,,10.0,L,2.5,41.0,0.019489298709225954
219,8,SSV,H,FCN,12,75,2,0,2:3,-2,23,Tor,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-2.0,43.0,0.40811301207836326
220,8,FCN,G,SSV,17,79,2,0,,1,24,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,13.0,8.0,20.0,,,,,,,,,,26.0,R,14.5,15.5,0.020752869568794834
221,8,FCN,G,SSV,18,80,2,0,,1,25,Save,AusDemSpiel,USO,FlacheHereingabe,25.0,13.0,,,,,,,,,,,10.0,L,2.5,44.0,0.27492835227276363
222,8,SSV,H,FCN,13,81,2,0,,-1,26,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-3.0,26.0,0.014401416685485077
223,9,FCN,G,UHG,1,4,1,0,,0,1,Save,AusDemSpiel,EB,Dribbling,26.0,,,,,,,,,,,,20.0,L,12.5,20.0,0.0032136349730301043
224,9,FCN,G,UHG,2,6,1,0,,0,2,Vorbei,AusDemSpiel,nEW,Dribbling,7.0,13.0,10.0,,,,,,,,,,4.0,R,-11.0,27.5,0.016432366843151896
225,9,FCN,G,UHG,3,7,1,0,,0,3,Vorbei,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,20.0,L,-17.5,29.5,0.011033855218295967
226,9,UHG,H,FCN,1,10,1,0,,0,4,Block,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,R,-12.5,44.5,0.05702124224369854
227,9,UHG,H,FCN,2,11,1,0,,0,5,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,-6.5,45.0,0.10573850790441185
387,9,FCN,G,UHG,0,18,1,0,0:1,0,6,ET,,,,,,,,,,,,,,,,,,,,0.0
228,9,UHG,H,FCN,3,22,1,0,,-1,7,Alu,AusDemSpiel,EB,FlacheHereingabe,,,,,,,,,,,,,,L,-9.0,39.0,0.02121778557075038
229,9,UHG,H,FCN,4,22,1,0,,-1,8,Block,AusDemSpiel,nEW,KontrollierteVorlage,,,,,,,,,,,,,,R,-12.5,31.5,0.0030718954208891333
230,9,UHG,H,FCN,5,22,1,0,,-1,8,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-14.5,34.0,0.009619030057463658
231,9,UHG,H,FCN,6,23,1,0,,-1,9,Vorbei,AusDemSpiel,USO,HoheFlanke,,,,,,,,,,,,,,L,1.5,46.0,0.24674405764647594
232,9,UHG,H,FCN,7,24,1,0,1:1,-1,10,Tor,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,1.0,43.5,0.07503320075974247
233,9,FCN,G,UHG,4,29,1,0,,0,11,Block,AusDemSpiel,EB,TieferPass,4.0,20.0,16.0,26.0,13.0,4.0,,,,,,,7.0,R,12.0,41.5,0.10462601716806862
234,9,FCN,G,UHG,5,30,1,0,,0,12,Vorbei,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,27.0,R,-7.5,41.5,0.08408527156511893
235,9,UHG,H,FCN,8,31,1,0,,0,13,Vorbei,AusDemSpiel,USO,FlacheHereingabe,,,,,,,,,,,,,,L,11.0,46.5,0.04899120734341914
236,9,UHG,H,FCN,9,32,1,0,,0,14,Vorbei,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,R,-12.5,44.5,0.11449195105678799
237,9,FCN,G,UHG,6,34,1,0,1:2,0,15,Tor,AusDemSpiel,USO,KontrollierteVorlage,10.0,5.0,26.0,,,,,,,,,,9.0,R,-9.5,44.5,0.4383469540155071
238,9,UHG,H,FCN,10,40,1,0,,-1,16,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-3.0,33.0,0.021060221460883658
239,9,UHG,H,FCN,11,42,1,1,2:2,-1,17,Tor,AusDemSpiel,nEW,FlacheHereingabe,,,,,,,,,,,,,,R,0.5,46.0,0.7989344292170655
240,9,UHG,H,FCN,12,46,2,1,,0,18,Save,AusDemSpiel,EB,FlacheHereingabe,,,,,,,,,,,,,,L,6.0,48.0,0.06789203295748826
241,9,UHG,H,FCN,13,53,2,1,,0,19,Save,AusDemSpiel,EB,TieferPass,,,,,,,,,,,,,,R,-9.0,49.5,0.3665241433610573
242,9,UHG,H,FCN,14,55,2,1,,0,20,Vorbei,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,L,19.0,32.5,0.01438926081840057
243,9,FCN,G,UHG,7,57,2,-1,2:3,0,21,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,8.0,L,-1.0,46.5,0.8873277921463183
244,9,UHG,H,FCN,15,61,2,1,,-1,22,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-3.5,40.5,0.4306550253262708
245,9,UHG,H,FCN,16,76,2,1,,-1,23,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,-8.0,44.5,0.08964652320311431
246,9,FCN,G,UHG,8,77,2,-1,,1,24,Save,AusDemSpiel,EB,TieferPass,16.0,,,,,,,,,,,,8.0,R,4.0,35.5,0.31338333542886543
247,9,UHG,H,FCN,17,83,2,1,,-1,25,Block,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,1.0,32.0,0.05069352241197773
248,9,UHG,H,FCN,18,83,2,1,,-1,26,Vorbei,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,-3.0,22.5,0.009954555176351293
249,9,FCN,G,UHG,9,84,2,-1,2:4,1,27,Tor,AusDemSpiel,EB,TieferPass,20.0,,,,,,,,,,,,8.0,R,11.0,47.0,0.3386262206690182
250,10,FCN,H,SVA,1,2,1,0,,0,1,Save,AusDemSpiel,EB,TieferPass,8.0,20.0,1.0,6.0,16.0,,,,,,,,7.0,R,2.5,43.5,0.5334350598713897
251,10,FCN,H,SVA,2,4,1,0,,0,2,Save,AusDemSpiel,EB,KontrollierteVorlage,20.0,7.0,20.0,16.0,6.0,26.0,8.0,23.0,,,,,7.0,R,11.0,34.0,0.06387241993362582
252,10,SVA,G,FCN,1,7,1,0,,0,3,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-10.5,46.0,0.09041297075765777
253,10,FCN,H,SVA,3,12,1,0,,0,4,Vorbei,Ecke,E,HoheFlanke,8.0,,,,,,,,,,,,16.0,K,2.5,50.5,0.2695598414992065
254,10,SVA,G,FCN,2,22,1,0,,0,5,Alu,Freistoss,FSF,HoheFlanke,,,,,,,,,,,,,,K,-6.5,52.0,0.19142320194807078
255,10,SVA,G,FCN,3,22,1,0,,0,5,Vorbei,Freistoss,nFS,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,5.0,52.0,0.10388242611263478
256,10,SVA,G,FCN,4,23,1,0,,0,6,Block,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,R,9.0,45.0,0.20404407271365516
257,10,SVA,G,FCN,5,23,1,0,0:1,0,6,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,7.0,46.0,0.4205843687364753
258,10,FCN,H,SVA,4,27,1,0,,-1,7,Block,AusDemSpiel,EB,UnkontrollierteVorbereitung,,,,,,,,,,,,,7.0,R,4.5,35.5,0.049965779537570844
259,10,SVA,G,FCN,6,28,1,0,,1,8,Vorbei,Ecke,E,KontrollierteVorlage,,,,,,,,,,,,,,R,-7.0,41.5,0.15721037304565222
260,10,FCN,H,SVA,5,33,1,0,,-1,9,Block,AusDemSpiel,USO,Dribbling,4.0,6.0,26.0,11.0,,,,,,,,,7.0,R,13.0,31.5,0.016827146566068762
261,10,FCN,H,SVA,6,34,1,0,1:1,-1,10,Tor,Ecke,E,DirekterStandard,,,,,,,,,,,,,20.0,L,-32.5,52.0,7.171071922022961e-08
262,10,FCN,H,SVA,7,36,1,0,2:1,0,11,Tor,AusDemSpiel,EB,TieferPass,8.0,7.0,20.0,16.0,1.0,4.0,26.0,11.0,,,,,9.0,R,-9.5,43.0,0.26956680326083193
263,10,FCN,H,SVA,8,40,1,0,,1,12,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,20.0,L,9.5,31.5,0.06368824958835484
264,10,FCN,H,SVA,9,42,2,0,,1,13,TLK,AusDemSpiel,USO,TieferPass,8.0,6.0,9.0,23.0,16.0,,,,,,,,7.0,R,9.5,36.5,0.4351856881830544
265,10,FCN,H,SVA,10,44,2,0,,1,14,Save,AusDemSpiel,USO,Dribbling,13.0,20.0,,,,,,,,,,,7.0,R,18.0,34.0,0.051121028237425724
266,10,FCN,H,SVA,11,47,2,0,,1,15,Vorbei,AusDemSpiel,USO,FlacheHereingabe,13.0,7.0,11.0,13.0,1.0,20.0,,,,,,,8.0,R,6.0,47.5,0.3400918693656855
267,10,FCN,H,SVA,12,55,2,0,,1,16,Block,AusDemSpiel,USO,KontrollierteVorlage,6.0,26.0,,,,,,,,,,,7.0,R,14.0,39.0,0.03770497189751383
268,10,FCN,H,SVA,13,55,2,0,,1,17,Vorbei,Ecke,nE,KontrollierteVorlage,7.0,8.0,,,,,,,,,,,11.0,L,3.0,37.0,0.0287380206216291
269,10,SVA,G,FCN,7,58,2,0,,-1,18,Save,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,L,9.0,42.5,0.2663593492040497
270,10,SVA,G,FCN,8,61,2,0,,-1,19,Save,AusDemSpiel,nEW,TieferPass,,,,,,,,,,,,,,L,-20.5,47.0,0.01676651212261527
271,10,FCN,H,SVA,14,62,2,0,,1,20,Vorbei,AusDemSpiel,USO,TieferPass,9.0,16.0,8.0,9.0,,,,,,,,,7.0,L,6.0,44.0,0.4724145115270461
272,10,FCN,H,SVA,15,64,2,0,,1,21,Vorbei,AusDemSpiel,USO,Dribbling,26.0,,,,,,,,,,,,7.0,R,-3.5,38.0,0.3536385248229974
273,10,SVA,G,FCN,9,66,2,0,2:2,-1,22,Tor,Elfmeter,11M,DirekterStandard,,,,,,,,,,,,,,L,-0.0,41.5,0.7503592297768774
274,10,SVA,G,FCN,10,68,2,0,,0,23,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-15.0,46.5,0.05422071650087526
275,11,FCN,G,KSC,1,1,1,0,,0,1,Vorbei,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,16.0,R,-0.0,7.5,0.00016330116654205088
276,11,KSC,H,FCN,1,3,1,0,1:0,0,2,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,3.0,46.0,0.7989029437640076
277,11,FCN,G,KSC,2,5,1,0,,-1,3,Block,AusDemSpiel,USO,HoheFlanke,8.0,16.0,,,,,,,,,,,9.0,L,4.0,45.5,0.10142649782067606
278,11,KSC,H,FCN,2,7,1,0,,1,4,Vorbei,AusDemSpiel,nEW,KontrollierteVorlage,,,,,,,,,,,,,,R,6.5,37.0,0.08739119748223714
279,11,FCN,G,KSC,3,9,1,0,,-1,5,Block,AusDemSpiel,nEW,KontrollierteVorlage,7.0,9.0,23.0,,,,,,,,,,6.0,L,-7.0,39.0,0.10622173969912363
280,11,FCN,G,KSC,4,10,1,0,,-1,6,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,8.0,R,-0.0,42.0,0.2583942879743719
281,11,FCN,G,KSC,5,15,1,0,,-1,7,Vorbei,Freistoss,nFS,UnkontrollierteVorbereitung,,,,,,,,,,,,,5.0,R,-7.0,32.0,0.01545306727205623
282,11,FCN,G,KSC,6,16,1,0,1:1,-1,8,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,7.0,R,-3.5,44.0,0.5236262822494258
388,11,KSC,H,FCN,0,25,1,0,2:1,0,9,ET,,,,,,,,,,,,,,,,6.0,,,,0.0
283,11,FCN,G,KSC,7,26,1,0,,-1,10,Vorbei,AusDemSpiel,USO,TieferPass,8.0,,,,,,,,,,,,7.0,R,-10.5,41.5,0.27273665658835267
284,11,KSC,H,FCN,3,28,1,0,,1,11,Save,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,-8.0,45.0,0.04761558098582828
285,11,KSC,H,FCN,4,28,1,0,,1,12,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,-6.5,43.5,0.28900429065410194
286,11,FCN,G,KSC,8,30,1,0,,-1,13,Vorbei,Freistoss,FSF,HoheFlanke,8.0,,,,,,,,,,,,16.0,K,-1.5,36.0,0.04216516682481655
287,11,FCN,G,KSC,9,35,1,0,,-1,14,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,5.0,L,2.0,26.5,0.012789193443571307
288,11,KSC,H,FCN,5,38,1,0,,1,15,Save,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,-3.5,25.5,0.03135443124251861
289,11,FCN,G,KSC,10,39,1,0,,-1,16,Save,AusDemSpiel,USO,KontrollierteVorlage,4.0,,,,,,,,,,,,6.0,R,10.5,32.0,0.04215093875808563
290,11,KSC,H,FCN,6,40,1,0,,1,17,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,9.0,30.5,0.07541698566414869
291,11,KSC,H,FCN,7,40,1,0,,1,18,Save,AusDemSpiel,nEW,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,5.5,39.0,0.05217429775289248
292,11,KSC,H,FCN,8,41,2,0,,1,19,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-11.5,45.0,0.08093606798135762
293,11,KSC,H,FCN,9,46,2,0,3:1,1,20,Tor,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,L,-12.0,44.5,0.21373141492430828
294,11,KSC,H,FCN,10,57,2,0,,2,21,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,-6.5,46.5,0.029122578271207945
295,11,FCN,G,KSC,11,58,2,0,3:2,-2,22,Tor,AusDemSpiel,EB,FlacheHereingabe,8.0,9.0,21.0,16.0,20.0,,,,,,,,7.0,L,1.0,44.0,0.7993061246458567
296,11,FCN,G,KSC,12,59,2,0,,-1,23,Alu,AusDemSpiel,USO,UnkontrollierteVorbereitung,9.0,,,,,,,,,,,,7.0,R,10.0,44.0,0.2073682399275684
297,11,FCN,G,KSC,13,60,2,0,,-1,24,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,11.0,8.0,6.0,,,,,,,,,,7.0,L,-3.0,32.5,0.033045813715897814
